id,date,inning,half,seq,batting_team,fielding_team,batter_id,pitcher_id,result,outs_before,outs_after,bases_before,bases_after,runs_scored_on_play,error_on_play,ball_speed
73,20250317,4,2,4,4,3,68,40,삼진,1,2,11,11,0,0,128
74,20250317,4,2,5,4,3,78,40,유격수 땅볼,2,3,11,101,0,0,71
75,20250317,5,1,1,3,4,50,71,유격수 땅볼,0,1,0,0,0,0,84
76,20250317,5,1,2,3,4,53,71,유격수 땅볼,1,2,0,0,0,0,137
77,20250317,5,1,3,3,4,49,71,중전안타,2,2,0,1,0,0,81
78,20250317,5,1,4,3,4,44,71,유격수 땅볼,2,3,1,1,0,0,71
79,20250317,5,2,1,4,3,63,41,좌월 홈런,0,0,0,0,1,0,98
80,20250317,5,2,2,4,3,67,41,유격수 땅볼,0,1,0,0,0,0,105
81,20250317,5,2,3,4,3,72,41,중견수 뜬공,1,2,0,0,0,0,131
82,20250317,5,2,4,4,3,65,41,중견수 뜬공,2,3,0,0,0,0,116
83,20250317,6,1,1,3,4,41,60,유격수 땅볼,0,1,0,0,0,0,138
84,20250317,6,1,2,3,4,52,60,삼진,1,2,0,0,0,0,97
85,20250317,6,1,3,3,4,56,60,삼진,2,3,0,0,0,0,122
86,20250317,6,2,1,4,3,76,41,볼넷,0,0,0,1,0,0,80
87,20250317,6,2,2,4,3,69,41,볼넷,0,0,1,11,0,0,122
88,20250317,6,2,3,4,3,70,41,유격수 땅볼,0,1,11,110,0,0,115
89,20250317,6,2,4,4,3,68,41,중전안타,1,1,110,101,1,0,126
90,20250317,6,2,5,4,3,78,41,볼넷,1,1,101,111,0,0,82
91,20250317,6,2,6,4,3,63,41,유격수 땅볼,1,2,111,110,1,0,112
92,20250317,6,2,7,4,3,67,41,중견수 뜬공,2,3,110,110,0,0,119
93,20250317,7,1,1,3,4,46,60,유격수 땅볼,0,1,0,0,0,0,133
94,20250317,7,1,2,3,4,48,60,유격수 땅볼,1,2,0,0,0,0,101
95,20250317,7,1,3,3,4,50,60,중전안타,2,2,0,1,0,0,133
96,20250317,7,1,4,3,4,53,60,좌월 홈런,2,2,1,0,2,0,105
97,20250317,7,1,5,3,4,49,60,삼진,2,3,0,0,0,0,129
98,20250317,7,2,1,4,3,72,41,중전안타,0,0,0,1,0,0,137
99,20250317,7,2,2,4,3,65,41,중견수 뜬공,0,1,1,1,0,0,105
100,20250317,7,2,3,4,3,76,41,좌중간 2루타,1,1,1,110,0,0,139
101,20250317,7,2,4,4,3,69,41,삼진,1,2,110,110,0,0,73
102,20250317,7,2,5,4,3,70,41,중견수 뜬공,2,3,110,110,0,0,117
103,20250407,1,1,1,1,3,1,40,볼넷,0,0,0,1,0,0,111
104,20250407,1,1,2,1,3,8,40,좌중간 2루타,0,0,1,110,0,0,127
105,20250407,1,1,3,1,3,12,40,좌중간 2루타,0,0,110,10,2,0,112
106,20250407,1,1,4,1,3,10,40,유격수 땅볼,0,1,10,100,0,0,76
107,20250407,1,1,5,1,3,15,40,유격수 땅볼,1,2,100,0,1,0,77
108,20250407,1,1,6,1,3,4,40,중견수 뜬공,2,3,0,0,0,0,114
109,20250407,1,2,1,3,1,48,9,볼넷,0,0,0,1,0,0,118
110,20250407,1,2,2,3,1,50,9,좌중간 2루타,0,0,1,110,0,0,139
111,20250407,1,2,3,3,1,53,9,삼진,0,1,110,110,0,0,85
112,20250407,1,2,4,3,1,49,9,삼진,1,2,110,110,0,0,136
113,20250407,1,2,5,3,1,44,9,유격수 땅볼,2,3,110,100,0,0,129
114,20250407,2,1,1,1,3,11,40,유격수 땅볼,0,1,0,0,0,0,91
115,20250407,2,1,2,1,3,13,40,볼넷,1,1,0,1,0,0,88
116,20250407,2,1,3,1,3,5,40,좌중간 2루타,1,1,1,110,0,0,73
117,20250407,2,1,4,1,3,1,40,중견수 뜬공,1,2,110,110,0,0,121
118,20250407,2,1,5,1,3,8,40,중전안타,2,2,110,101,1,0,124
119,20250407,2,1,6,1,3,12,40,볼넷,2,2,101,111,0,0,110
120,20250407,2,1,7,1,3,10,40,좌중간 2루타,2,2,111,110,2,0,84
121,20250407,2,1,8,1,3,15,40,좌중간 2루타,2,2,110,10,2,0,88
122,20250407,2,1,9,1,3,4,40,유격수 땅볼,2,3,10,100,0,0,140
123,20250407,2,2,1,3,1,41,9,중전안타,0,0,0,1,0,0,108
124,20250407,2,2,2,3,1,52,9,볼넷,0,0,1,11,0,0,100
125,20250407,2,2,3,3,1,56,9,좌월 홈런,0,0,11,0,3,0,74
126,20250407,2,2,4,3,1,46,9,좌중간 2루타,0,0,0,10,0,0,71
127,20250407,2,2,5,3,1,48,9,중전안타,0,0,10,101,0,0,130
128,20250407,2,2,6,3,1,50,9,삼진,0,1,101,101,0,0,106
129,20250407,2,2,7,3,1,53,9,중전안타,1,1,101,11,1,0,90
130,20250407,2,2,8,3,1,49,9,유격수 실책 출루,1,1,11,11,0,1,118
131,20250407,2,2,9,3,1,44,9,중전안타,1,1,11,111,0,0,72
132,20250407,2,2,10,3,1,41,9,우익선상 3루타,1,1,111,100,3,0,123
133,20250407,2,2,11,3,1,52,9,삼진,1,2,100,100,0,0,84
134,20250407,2,2,12,3,1,56,9,중견수 뜬공,2,3,100,100,0,0,105
135,20250407,3,1,1,1,3,11,40,볼넷,0,0,0,1,0,0,88
136,20250407,3,1,2,1,3,13,40,중전안타,0,0,1,11,0,0,96
137,20250407,3,1,3,1,3,5,40,유격수 땅볼,0,1,11,110,0,0,134
138,20250407,3,1,4,1,3,1,40,유격수 땅볼,1,2,110,100,1,0,130
139,20250407,3,1,5,1,3,8,40,2루수 땅볼,2,3,100,100,0,0,93
140,20250407,3,2,1,3,1,46,9,중견수 뜬공,0,1,0,0,0,0,81
141,20250407,3,2,2,3,1,48,9,볼넷,1,1,0,1,0,0,96
142,20250407,3,2,3,3,1,50,9,삼진,1,2,1,1,0,0,83
143,20250407,3,2,4,3,1,53,9,중견수 뜬공,2,3,1,1,0,0,139
144,20250407,4,1,1,1,3,12,40,중전안타,0,0,0,1,0,0,70
145,20250407,4,1,2,1,3,10,40,유격수 땅볼,0,1,1,10,0,0,90
146,20250407,4,1,3,1,3,15,40,유격수 땅볼,1,2,10,100,0,0,103
147,20250407,4,1,4,1,3,4,40,유격수 땅볼,2,3,100,100,0,0,86
148,20250407,4,2,1,3,1,49,9,중전안타,0,0,0,1,0,0,100
149,20250407,4,2,2,3,1,44,9,삼진,0,1,1,1,0,0,109
150,20250407,4,2,3,3,1,41,9,좌중간 2루타,1,1,1,110,0,0,122
151,20250407,4,2,4,3,1,52,9,삼진,1,2,110,110,0,0,103
152,20250407,4,2,5,3,1,56,9,좌중간 2루타,2,2,110,10,2,0,78
153,20250407,4,2,6,3,1,46,9,유격수 실책 출루,2,2,10,11,0,1,129
154,20250407,4,2,7,3,1,48,9,유격수 땅볼,2,3,11,101,0,0,128
155,20250407,5,1,1,1,3,11,40,좌중간 2루타,0,0,0,10,0,0,96
156,20250407,5,1,2,1,3,13,40,유격수 땅볼,0,1,10,100,0,0,79
157,20250407,5,1,3,1,3,5,40,중전안타,1,1,100,1,1,0,109
158,20250407,5,1,4,1,3,1,40,중견수 뜬공,1,2,1,1,0,0,117
159,20250407,5,1,5,1,3,8,40,중견수 뜬공,2,3,1,1,0,0,85
160,20250407,5,2,1,3,1,50,1,볼넷,0,0,0,1,0,0,96
161,20250407,5,2,2,3,1,53,1,중견수 뜬공,0,1,1,1,0,0,87
162,20250407,5,2,3,3,1,49,1,삼진,1,2,1,1,0,0,126
163,20250407,5,2,4,3,1,44,1,유격수 땅볼,2,3,1,1,0,0,127
164,20250407,6,1,1,1,3,12,41,좌중간 2루타,0,0,0,10,0,0,135
165,20250407,6,1,2,1,3,10,41,중견수 뜬공,0,1,10,10,0,0,134
166,20250407,6,1,3,1,3,15,41,유격수 땅볼,1,2,10,100,0,0,113
167,20250407,6,1,4,1,3,4,41,중전안타,2,2,100,1,1,0,114
168,20250407,6,1,5,1,3,11,41,중전안타,2,2,1,11,0,0,129
169,20250407,6,1,6,1,3,13,41,유격수 땅볼,2,3,11,101,0,0,98
170,20250407,6,2,1,3,1,41,1,삼진,0,1,0,0,0,0,122
171,20250407,6,2,2,3,1,52,1,볼넷,1,1,0,1,0,0,124
172,20250407,6,2,3,3,1,56,1,삼진,1,2,1,1,0,0,121
173,20250407,6,2,4,3,1,46,1,볼넷,2,2,1,11,0,0,128
174,20250407,6,2,5,3,1,48,1,2루수 땅볼,2,3,11,11,0,0,126
175,20250407,7,1,1,1,3,5,41,중전안타,0,0,0,1,0,0,127
176,20250407,7,1,2,1,3,1,41,유격수 땅볼,0,1,1,10,0,0,88
177,20250407,7,1,3,1,3,8,41,중견수 뜬공,1,2,10,10,0,0,109
178,20250407,7,1,4,1,3,12,41,중전안타,2,2,10,101,0,0,140
179,20250407,7,1,5,1,3,10,41,중전안타,2,2,101,11,1,0,136
180,20250407,7,1,6,1,3,15,41,유격수 땅볼,2,3,11,101,0,0,131
181,20250407,7,2,1,3,1,50,1,삼진,0,1,0,0,0,0,90
182,20250407,7,2,2,3,1,53,1,삼진,1,2,0,0,0,0,104
183,20250407,7,2,3,3,1,49,1,삼진,2,3,0,0,0,0,106
184,20250414,1,1,1,2,4,23,71,좌중간 2루타,0,0,0,10,0,0,128
185,20250414,1,1,2,2,4,22,71,중전안타,0,0,10,101,0,0,92
186,20250414,1,1,3,2,4,35,71,좌월 홈런,0,0,101,0,3,0,74
187,20250414,1,1,4,2,4,21,71,중전안타,0,0,0,1,0,0,117
188,20250414,1,1,5,2,4,26,71,중전안타,0,0,1,11,0,0,85
189,20250414,1,1,6,2,4,24,71,우익선상 3루타,0,0,11,100,2,0,98
190,20250414,1,1,7,2,4,33,71,중전안타,0,0,100,1,1,0,103
191,20250414,1,1,8,2,4,39,71,좌월 홈런,0,0,1,0,2,0,88
192,20250414,1,1,9,2,4,31,71,유격수 땅볼,0,1,0,0,0,0,96
193,20250414,1,1,10,2,4,23,71,중전안타,1,1,0,1,0,0,103
194,20250414,1,1,11,2,4,22,71,유격수 땅볼,1,2,1,10,0,0,107
195,20250414,1,1,12,2,4,35,71,중전안타,2,2,10,101,0,0,129
196,20250414,1,1,13,2,4,21,71,유격수 땅볼,2,3,101,101,0,0,132
197,20250414,1,2,1,4,2,63,20,유격수 땅볼,0,1,0,0,0,0,106
198,20250414,1,2,2,4,2,67,20,중견수 뜬공,1,2,0,0,0,0,80
199,20250414,1,2,3,4,2,72,20,중견수 뜬공,2,3,0,0,0,0,100
200,20250414,2,1,1,2,4,26,71,볼넷,0,0,0,1,0,0,104
201,20250414,2,1,2,2,4,24,71,중전안타,0,0,1,11,0,0,80
202,20250414,2,1,3,2,4,33,71,좌월 홈런,0,0,11,0,3,0,89
203,20250414,2,1,4,2,4,39,71,볼넷,0,0,0,1,0,0,87
204,20250414,2,1,5,2,4,31,71,유격수 땅볼,0,1,1,10,0,0,109
205,20250414,2,1,6,2,4,23,71,좌월 홈런,1,1,10,0,2,0,119
206,20250414,2,1,7,2,4,22,71,볼넷,1,1,0,1,0,0,72
207,20250414,2,1,8,2,4,35,71,중전안타,1,1,1,11,0,0,127
208,20250414,2,1,9,2,4,21,71,좌월 홈런,1,1,11,0,3,0,131
209,20250414,2,1,10,2,4,26,71,유격수 땅볼,1,2,0,0,0,0,137
210,20250414,2,1,11,2,4,24,71,유격수 땅볼,2,3,0,0,0,0,86
211,20250414,2,2,1,4,2,65,20,삼진,0,1,0,0,0,0,94
212,20250414,2,2,2,4,2,76,20,유격수 땅볼,1,2,0,0,0,0,80
213,20250414,2,2,3,4,2,69,20,유격수 땅볼,2,3,0,0,0,0,88
214,20250414,3,1,1,2,4,33,71,좌중간 2루타,0,0,0,10,0,0,121
215,20250414,3,1,2,2,4,39,71,삼진,0,1,10,10,0,0,140
216,20250414,3,1,3,2,4,31,71,볼넷,1,1,10,11,0,0,99
217,20250414,3,1,4,2,4,23,71,좌중간 2루타,1,1,11,110,1,0,94
218,20250414,3,1,5,2,4,22,71,중전안타,1,1,110,101,1,0,76
219,20250414,3,1,6,2,4,35,71,유격수 땅볼,1,2,101,10,1,0,113
220,20250414,3,1,7,2,4,21,71,좌중간 2루타,2,2,10,10,1,0,89
221,20250414,3,1,8,2,4,26,71,유격수 땅볼,2,3,10,100,0,0,137
222,20250414,3,2,1,4,2,70,20,볼넷,0,0,0,1,0,0,96
223,20250414,3,2,2,4,2,68,20,볼넷,0,0,1,11,0,0,83
224,20250414,3,2,3,4,2,78,20,볼넷,0,0,11,11,0,0,85
225,20250414,3,2,4,4,2,63,20,삼진,0,1,11,11,0,0,89
226,20250414,3,2,5,4,2,67,20,삼진,1,2,11,11,0,0,103
227,20250414,3,2,6,4,2,72,20,삼진,2,3,11,11,0,0,130
228,20250414,4,1,1,2,4,24,71,중전안타,0,0,0,1,0,0,117
229,20250414,4,1,2,2,4,33,71,중견수 뜬공,0,1,1,1,0,0,93
230,20250414,4,1,3,2,4,39,71,유격수 땅볼,1,2,1,10,0,0,95
231,20250414,4,1,4,2,4,31,71,삼진,2,3,10,10,0,0,121
232,20250414,4,2,1,4,2,65,20,유격수 땅볼,0,1,0,0,0,0,71
233,20250414,4,2,2,4,2,76,20,좌월 홈런,1,1,0,0,1,0,105
234,20250414,4,2,3,4,2,69,20,중전안타,1,1,0,1,0,0,101
235,20250414,4,2,4,4,2,70,20,중전안타,1,1,1,11,0,0,125
236,20250414,4,2,5,4,2,68,20,좌중간 2루타,1,1,11,110,1,0,79
237,20250414,4,2,6,4,2,78,20,볼넷,1,1,110,111,0,0,108
238,20250414,4,2,7,4,2,63,20,중견수 희생플라이,1,2,111,11,1,0,121
239,20250414,4,2,8,4,2,67,20,중견수 뜬공,2,3,11,11,0,0,73
240,20250414,5,1,1,2,4,23,71,유격수 땅볼,0,1,0,0,0,0,77
241,20250414,5,1,2,2,4,22,71,삼진,1,2,0,0,0,0,133
242,20250414,5,1,3,2,4,35,71,좌중간 2루타,2,2,0,10,0,0,98
243,20250414,5,1,4,2,4,21,71,좌중간 2루타,2,2,10,10,1,0,135
244,20250414,5,1,5,2,4,26,71,유격수 땅볼,2,3,10,100,0,0,104
245,20250414,5,2,1,4,2,72,21,유격수 실책 출루,0,0,0,1,0,1,133
246,20250414,5,2,2,4,2,65,21,중전안타,0,0,1,11,0,0,131
247,20250414,5,2,3,4,2,76,21,유격수 병살타,0,2,11,10,0,0,113
248,20250414,5,2,4,4,2,69,21,삼진,2,3,10,10,0,0,74
249,20250414,6,1,1,2,4,24,60,좌중간 2루타,0,0,0,10,0,0,76
250,20250414,6,1,2,2,4,33,60,중전안타,0,0,10,101,0,0,88
251,20250414,6,1,3,2,4,39,60,좌중간 2루타,0,0,101,110,1,0,135
252,20250414,6,1,4,2,4,31,60,중전안타,0,0,110,101,1,0,104
253,20250414,6,1,5,2,4,23,60,중전안타,0,0,101,11,1,0,109
254,20250414,6,1,6,2,4,22,60,유격수 땅볼,0,1,11,110,0,0,90
255,20250414,6,1,7,2,4,35,60,2루수 땅볼,1,2,110,110,0,0,96
256,20250414,6,1,8,2,4,21,60,유격수 땅볼,2,3,110,100,0,0,85
257,20250414,6,2,1,4,2,70,21,중전안타,0,0,0,1,0,0,134
258,20250414,6,2,2,4,2,68,21,유격수 땅볼,0,1,1,10,0,0,74
259,20250414,6,2,3,4,2,78,21,유격수 땅볼,1,2,10,100,0,0,75
260,20250414,6,2,4,4,2,63,21,중견수 뜬공,2,3,100,100,0,0,127
261,20250414,7,1,1,2,4,26,60,중견수 뜬공,0,1,0,0,0,0,106
262,20250414,7,1,2,2,4,24,60,좌중간 2루타,1,1,0,10,0,0,124
263,20250414,7,1,3,2,4,33,60,유격수 땅볼,1,2,10,100,0,0,104
264,20250414,7,1,4,2,4,39,60,중견수 뜬공,2,3,100,100,0,0,82
265,20250414,7,2,1,4,2,67,21,중전안타,0,0,0,1,0,0,82
266,20250414,7,2,2,4,2,72,21,중전안타,0,0,1,11,0,0,72
267,20250414,7,2,3,4,2,65,21,좌월 홈런,0,0,11,0,3,0,110
268,20250414,7,2,4,4,2,76,21,유격수 땅볼,0,1,0,0,0,0,134
269,20250414,7,2,5,4,2,69,21,2루수 땅볼,1,2,0,0,0,0,84
270,20250414,7,2,6,4,2,70,21,볼넷,2,2,0,1,0,0,86
271,20250414,7,2,7,4,2,68,21,볼넷,2,2,1,11,0,0,76
272,20250414,7,2,8,4,2,78,21,삼진,2,3,11,11,0,0,103
273,20250512,1,1,1,1,4,1,71,중전안타,0,0,0,1,0,0,105
274,20250512,1,1,2,1,4,8,71,중전안타,0,0,1,11,0,0,121
275,20250512,1,1,3,1,4,12,71,삼진,0,1,11,11,0,0,85
276,20250512,1,1,4,1,4,10,71,유격수 땅볼,1,2,11,110,0,0,113
277,20250512,1,1,5,1,4,15,71,유격수 땅볼,2,3,110,100,0,0,120
278,20250512,1,2,1,4,1,63,9,볼넷,0,0,0,1,0,0,109
279,20250512,1,2,2,4,1,67,9,중전안타,0,0,1,11,0,0,130
280,20250512,1,2,3,4,1,72,9,볼넷,0,0,11,11,0,0,87
281,20250512,1,2,4,4,1,65,9,볼넷,0,0,11,11,0,0,91
282,20250512,1,2,5,4,1,76,9,중견수 뜬공,0,1,11,11,0,0,88
283,20250512,1,2,6,4,1,69,9,삼진,1,2,11,11,0,0,71
284,20250512,1,2,7,4,1,70,9,유격수 땅볼,2,3,11,101,0,0,107
285,20250512,2,1,1,1,4,4,71,볼넷,0,0,0,1,0,0,75
286,20250512,2,1,2,1,4,11,71,중견수 뜬공,0,1,1,1,0,0,125
287,20250512,2,1,3,1,4,13,71,중견수 뜬공,1,2,1,1,0,0,120
288,20250512,2,1,4,1,4,5,71,볼넷,2,2,1,11,0,0,125
289,20250512,2,1,5,1,4,1,71,중전안타,2,2,11,111,0,0,73
290,20250512,2,1,6,1,4,8,71,삼진,2,3,111,111,0,0,111
291,20250512,2,2,1,4,1,68,9,삼진,0,1,0,0,0,0,140
292,20250512,2,2,2,4,1,78,9,삼진,1,2,0,0,0,0,123
293,20250512,2,2,3,4,1,63,9,삼진,2,3,0,0,0,0,109
294,20250512,3,1,1,1,4,12,71,볼넷,0,0,0,1,0,0,105
295,20250512,3,1,2,1,4,10,71,중전안타,0,0,1,11,0,0,126
296,20250512,3,1,3,1,4,15,71,유격수 실책 출루,0,0,11,11,0,1,124
297,20250512,3,1,4,1,4,4,71,중견수 뜬공,0,1,11,11,0,0,78
298,20250512,3,1,5,1,4,11,71,우익선상 3루타,1,1,11,100,2,0,137
299,20250512,3,1,6,1,4,13,71,중견수 뜬공,1,2,100,100,0,0,117
300,20250512,3,1,7,1,4,5,71,중전안타,2,2,100,1,1,0,110
301,20250512,3,1,8,1,4,1,71,중견수 뜬공,2,3,1,1,0,0,83
302,20250512,3,2,1,4,1,67,9,삼진,0,1,0,0,0,0,115
303,20250512,3,2,2,4,1,72,9,유격수 땅볼,1,2,0,0,0,0,115
304,20250512,3,2,3,4,1,65,9,중전안타,2,2,0,1,0,0,116
305,20250512,3,2,4,4,1,76,9,유격수 땅볼,2,3,1,1,0,0,73
306,20250512,4,1,1,1,4,8,71,중견수 뜬공,0,1,0,0,0,0,98
307,20250512,4,1,2,1,4,12,71,삼진,1,2,0,0,0,0,101
308,20250512,4,1,3,1,4,10,71,삼진,2,3,0,0,0,0,138
309,20250512,4,2,1,4,1,69,9,볼넷,0,0,0,1,0,0,122
310,20250512,4,2,2,4,1,70,9,삼진,0,1,1,1,0,0,116
311,20250512,4,2,3,4,1,68,9,볼넷,1,1,1,11,0,0,139
312,20250512,4,2,4,4,1,78,9,중전안타,1,1,11,111,0,0,139
313,20250512,4,2,5,4,1,63,9,삼진,1,2,111,111,0,0,97
314,20250512,4,2,6,4,1,67,9,2루수 땅볼,2,3,111,111,0,0,132
315,20250512,5,1,1,1,4,15,71,볼넷,0,0,0,1,0,0,93
316,20250512,5,1,2,1,4,4,71,삼진,0,1,1,1,0,0,72
317,20250512,5,1,3,1,4,11,71,유격수 땅볼,1,2,1,10,0,0,106
318,20250512,5,1,4,1,4,13,71,유격수 실책 출루,2,2,10,11,0,1,127
319,20250512,5,1,5,1,4,5,71,유격수 땅볼,2,3,11,101,0,0,126
320,20250512,5,2,1,4,1,72,1,중전안타,0,0,0,1,0,0,118
321,20250512,5,2,2,4,1,65,1,삼진,0,1,1,1,0,0,89
322,20250512,5,2,3,4,1,76,1,중전안타,1,1,1,11,0,0,115
323,20250512,5,2,4,4,1,69,1,중전안타,1,1,11,111,0,0,78
324,20250512,5,2,5,4,1,70,1,중전안타,1,1,111,111,1,0,133
325,20250512,5,2,6,4,1,68,1,유격수 땅볼,1,2,111,110,1,0,86
326,20250512,5,2,7,4,1,78,1,중전안타,2,2,110,101,1,0,117
327,20250512,5,2,8,4,1,63,1,유격수 땅볼,2,3,101,101,0,0,121
328,20250512,6,1,1,1,4,1,60,중전안타,0,0,0,1,0,0,92
329,20250512,6,1,2,1,4,8,60,볼넷,0,0,1,11,0,0,90
330,20250512,6,1,3,1,4,12,60,중전안타,0,0,11,111,0,0,105
331,20250512,6,1,4,1,4,10,60,중전안타,0,0,111,111,1,0,135
332,20250512,6,1,5,1,4,15,60,중견수 뜬공,0,1,111,111,0,0,110
333,20250512,6,1,6,1,4,4,60,중전안타,1,1,111,111,1,0,107
334,20250512,6,1,7,1,4,11,60,유격수 땅볼,1,2,111,110,1,0,99
335,20250512,6,1,8,1,4,13,60,2루수 땅볼,2,3,110,110,0,0,136
336,20250512,6,2,1,4,1,67,1,중견수 뜬공,0,1,0,0,0,0,109
337,20250512,6,2,2,4,1,72,1,좌월 홈런,1,1,0,0,1,0,93
